"","date","docname","from","to","pre","keyword","post","pattern"
"249","2014-05-15","zo_1288062.xhtml",1069,1069,"Führungszirkel der vermeintlichen Anti-Eliten-Partei AfD . Und schweigen , wenn Teile ihrer Partei vor einem » Vielvölkerstaat « warnen , vor » sozialem Bodensatz « , vor nicht integrierbaren Sinti und Roma . Oder wenn","AfD-Sprecher","Alexander Gauland das » gestörte Verhältnis « der Deutschen zu militärischer Gewalt bedauert . Die » großen Fragen der Zeit « , glaubt er , würden nicht durch Reden und demokratische Beschlüsse entschieden , sondern","AfD|AFD"
"250","2014-05-15","zo_1288062.xhtml",1113,1113,"Deutschen zu militärischer Gewalt bedauert . Die » großen Fragen der Zeit « , glaubt er , würden nicht durch Reden und demokratische Beschlüsse entschieden , sondern durch » Eisen und Blut « . Die","AfD","ist ideologisch verblendet , und gerade das macht sie so gefährlich . Die Rechtspopulisten wollen die kulturellen Errungenschaften Europas schleifen . Sie wollen bestimmen , wie jemand zu sein hat . Die meisten von ihnen","AfD|AFD"
"251","2014-05-15","zo_1288178.xhtml",42,42,"Artikel ] Das wird man doch noch wählen dürfen Seit Deutschland die überschuldeten Griechen finanziert , Atomkraftwerke stilllegt und Kitas ausbaut , wächst im konservativen Bürgertum die Frustration . Bei der Europawahl wollen FDP und","AfD","davon profitieren . Wer hat bessere Chancen ? Eine Reise in ein wohlsituiertes Kampfgebiet VON MARC BROST UND CATERINA LOBENSTEIN ( 4323 Wörter ) Die FDP Nach der historischen Schlappe bei der letzten Bundestagswahl soll","AfD|AFD"
"252","2014-05-15","zo_1288178.xhtml",448,448,"in die Stadthalle : Es waren Unternehmer , Rechtsanwälte , Professoren , Handwerker aus der ganzen Republik . Sie waren gekommen , um eine neue bürgerliche Partei zu gründen . Die Alternative für Deutschland ,","AfD",". Bis heute haben 18 000 Menschen einen Mitgliedsantrag der AfD unterschrieben , bei Facebook hat die Partei mehr als 100 000 Anhänger , eine Jugendorganisation wurde gegründet und in fast jeder größeren deutschen Stadt","AfD|AFD"
"253","2014-05-15","zo_1288178.xhtml",459,459,", Handwerker aus der ganzen Republik . Sie waren gekommen , um eine neue bürgerliche Partei zu gründen . Die Alternative für Deutschland , AfD . Bis heute haben 18 000 Menschen einen Mitgliedsantrag der","AfD","unterschrieben , bei Facebook hat die Partei mehr als 100 000 Anhänger , eine Jugendorganisation wurde gegründet und in fast jeder größeren deutschen Stadt ein Ortsverein . In Oberursel stellte die AfD zur Bundestagswahl einen","AfD|AFD"
"254","2014-05-15","zo_1288178.xhtml",491,491,"einen Mitgliedsantrag der AfD unterschrieben , bei Facebook hat die Partei mehr als 100 000 Anhänger , eine Jugendorganisation wurde gegründet und in fast jeder größeren deutschen Stadt ein Ortsverein . In Oberursel stellte die","AfD","zur Bundestagswahl einen Infostand in der Fußgängerzone auf , gleich neben dem Stand der FDP , auch Henning Dransfeld blieb bei den Leuten von der neuen Partei stehen . Er suchte Orientierung . Seit einigen","AfD|AFD"
"255","2014-05-15","zo_1288178.xhtml",684,684,"liegen . Bei der Europawahl am übernächsten Sonntag wollen vor allem zwei Parteien dieses Niemandsland besetzen . Wird es die FDP schaffen , enttäuschte bürgerliche Wähler wie Henning Dransfeld zurückzugewinnen ? Oder gelingt es der","AfD",", sie an sich zu binden ? Ist die neue Partei eine ernst zu nehmende politische Kraft - oder eine Bewegung von Spinnern ? Der Kampf um das Niemandsland beginnt am 7 . Dezember 2013","AfD|AFD"
"256","2014-05-15","zo_1288178.xhtml",1382,1382,"Brandung . « Als die Staatsschuldenkrise die Europapolitik zu beherrschen begann und die FDP beschloss , den Euro um jeden Preis zu retten , zerbröselte der Fels . Die Brandung spülte Henkel weg - zur","AfD",". Jetzt steht er in einem alten Hörsaal der Berliner Charité , ein ehrwürdiger Raum mit großzügigem Oberlicht und goldfarbenen Balustraden . Im Publikum sitzen vor allem ältere Männer , das Haar gescheitelt , den","AfD|AFD"
"257","2014-05-15","zo_1288178.xhtml",1426,1426,"der Berliner Charité , ein ehrwürdiger Raum mit großzügigem Oberlicht und goldfarbenen Balustraden . Im Publikum sitzen vor allem ältere Männer , das Haar gescheitelt , den Bart gestutzt . Manche tragen das Logo der","AfD","am Revers , manche zücken einen Füllfederhalter und schreiben mit , was Henkel sagt : » Die FDP hat in der Europapolitik alle liberalen Prinzipien verraten . « Statt auf Eigenverantwortung wie früher setze sie","AfD|AFD"
"258","2014-05-15","zo_1288178.xhtml",1588,1588,"keine Rede , Henning Dransfeld macht sich trotzdem ein Bild . Er schaut sich Henkel auf YouTube an . Was er sieht , gefällt ihm . Henkels Erfahrung , seine Aura . Die Argumente der","AfD","erscheinen ihm wissenschaftlich fundiert . Er sieht sie als Partei , die selbstbewusst zu ihren Thesen steht . Henning Dransfeld sagt , sein Großvater , ein Arzt , habe noch mit 82 Jahren in der","AfD|AFD"
"259","2014-05-15","zo_1288178.xhtml",2468,2468,"da jubeln , sondern alte Parteimitglieder , es sind die , die der FDP die Treue halten . Trotz allem . In den Umfragen liegt die Partei weiterhin bei nur vier Prozent , während die","AfD","zugelegt hat und auf knapp sieben Prozent kommt . Vielleicht , sagt Henning Dransfeld in Oberursel , kehre er ja irgendwann zurück zur FDP . » Aber dann müsste sie mir erklären , wofür sie","AfD|AFD"
"260","2014-05-15","zo_1288178.xhtml",2578,2578,", seit die Grünen die Stadt regieren . Strack-Zimmermanns Fahrer schleicht ins Hotel . So ist das jetzt . Als Hans-Olaf Henkel im April nach Berlin-Zehlendorf fährt , sind die Straßen gesäumt mit Plakaten der","AfD",". Es sind noch fünf Wochen bis zur Europawahl . Auf den Plakaten steht : » Griechen leiden . Banken kassieren . Deutsche zahlen ! « » Einwanderung braucht klare Regeln ! « » Mut","AfD|AFD"
"261","2014-05-15","zo_1288178.xhtml",2624,2624,"Auf den Plakaten steht : » Griechen leiden . Banken kassieren . Deutsche zahlen ! « » Einwanderung braucht klare Regeln ! « » Mut zu Deutschland « In vielen Städten hängen die Plakate der","AfD","sehr weit oben , damit sie nicht abgerissen werden . Hier , im bürgerlichen Südwesten Berlins , hängen sie fast auf Augenhöhe . Der Kreisverband Steglitz-Zehlendorf hat Henkel in den Bürgersaal eingeladen , Wahlkampfhilfe an","AfD|AFD"
"262","2014-05-15","zo_1288178.xhtml",2887,2887,"Henkel warnt vor Enteignung , er stichelt gegen die FDP und vergleicht die Europäische Union mit der Sowjetunion . Er spricht inzwischen routiniert , seit Wochen macht er kaum etwas anderes als Wahlkampf für die","AfD",". Henkel war in Bayern , wo ihn Männer in Lederhosen morgens um elf mit einer Maß Bier begrüßten . Er war in Sachsen-Anhalt , wo die Landschaften auch 25 Jahre nach der Wende nicht","AfD|AFD"
"263","2014-05-15","zo_1288178.xhtml",3001,3001,". Immer saßen seine Anzüge einen Tick besser , immer klangen seine Worte ein wenig weltläufiger als die seiner Parteikollegen . Henkel erzählte von seiner Zeit als Manager des Computerkonzerns IBM in Paris . Die","AfDler","erzählten vom Straßenwahlkampf in Brandenburg . Einmal , beim Parteitag in Erfurt , saß Henkel in der Nähe des Saalmikrofons . Als die elektronischen Abstimmgeräte der Delegierten für einen Moment nicht funktionierten , rannte ein","AfD|AFD"
"264","2014-05-15","zo_1288178.xhtml",3162,3162,"und irrlichternde Parteinomaden , die vorher bei den Piraten oder den Republikanern zu Hause waren . Sie sind nicht in der Mehrheit , aber sie sind lauter als die gemäßigten , bürgerlichen Parteimitglieder . Die","AfD","Wolfsburg veröffentlichte auf ihrer Website einen Plakatentwurf mit dem Konterfei des nordkoreanischen Diktators Kim Jong Un . » Was haben das dicke koreanische Kind und die EU gemeinsam ? - Das Demokratieverständnis « , stand","AfD|AFD"
"265","2014-05-15","zo_1288178.xhtml",3206,3206,"dem Konterfei des nordkoreanischen Diktators Kim Jong Un . » Was haben das dicke koreanische Kind und die EU gemeinsam ? - Das Demokratieverständnis « , stand darauf . In Thüringen irritierte der Landessprecher der","AfD","mit der These , die Abneigung gegen Ausländer sei » biologisch normal « . In Nordrhein-Westfalen wähnte sich ein Parteifunktionär ähnlich verfolgt wie die Juden im Nationalsozialismus und forderte , AfD-Mitglieder sollten sich einen blauen","AfD|AFD"
"266","2014-05-15","zo_1288178.xhtml",3237,3237,"irritierte der Landessprecher der AfD mit der These , die Abneigung gegen Ausländer sei » biologisch normal « . In Nordrhein-Westfalen wähnte sich ein Parteifunktionär ähnlich verfolgt wie die Juden im Nationalsozialismus und forderte ,","AfD-Mitglieder","sollten sich einen blauen » AfD-Stern « anheften . All das ist nicht ungewöhnlich , jede Parteigründung zieht Menschen an , die ein Forum für Irrsinn suchen . Ungewöhnlich ist , dass sich ausgerechnet das","AfD|AFD"
"267","2014-05-15","zo_1288178.xhtml",3243,3243,"der These , die Abneigung gegen Ausländer sei » biologisch normal « . In Nordrhein-Westfalen wähnte sich ein Parteifunktionär ähnlich verfolgt wie die Juden im Nationalsozialismus und forderte , AfD-Mitglieder sollten sich einen blauen »","AfD-Stern","« anheften . All das ist nicht ungewöhnlich , jede Parteigründung zieht Menschen an , die ein Forum für Irrsinn suchen . Ungewöhnlich ist , dass sich ausgerechnet das Bürgertum , das sich auch über","AfD|AFD"
"268","2014-05-15","zo_1288178.xhtml",3446,3446,"Hilfe : Hans-Olaf Henkel . » Ich unterstütze Thilo Sarrazin ohne Wenn und Aber « , sagte Henkel damals . Jetzt , im Frühling 2014 , läuft Henkel in Berlin-Zehlendorf nach der Veranstaltung mit den","AfD-Kollegen","durch eine dunkle Seitenstraße , sie haben ihn eingeladen » auf ein Bier um die Ecke « . Die Gruppe verschwindet im Souterrain einer kleinen Villa , es ist das Haus des » Vereins deutscher","AfD|AFD"
"269","2014-05-15","zo_1288178.xhtml",3545,3545,": Schwarz-Weiß-Rot . » Mit Gott für Volk und Vaterland « ist der Wahlspruch der Verbindung . Neben der Flagge hängt ein Porträt des Reichskanzlers Otto von Bismarck . Vielleicht ist das die Sehnsucht der","AfD",": eine Rückbesinnung auf das 19 . Jahrhundert , die Hoffnung auf eine starke nationalliberale Kraft in Deutschland . Eine Kraft , die es seit 1969 nicht mehr gibt , als die FDP der SPD","AfD|AFD"
"270","2014-05-15","zo_1288178.xhtml",3594,3594,"starke nationalliberale Kraft in Deutschland . Eine Kraft , die es seit 1969 nicht mehr gibt , als die FDP der SPD die Hand reichte und eine sozialliberale Koalition in Bonn die Regierung übernahm .","AfD-Chef","Lucke sieht seine Partei in der » Tradition der großen deutschen Freiheitsbewegung des 19 . Jahrhunderts , des Aufbegehrens der Bürger gegen den Obrigkeitsstaat « . Alexander Gauland aus dem Bundesvorstand der AfD blickt auf","AfD|AFD"
"271","2014-05-15","zo_1288178.xhtml",3627,3627,"übernahm . AfD-Chef Lucke sieht seine Partei in der » Tradition der großen deutschen Freiheitsbewegung des 19 . Jahrhunderts , des Aufbegehrens der Bürger gegen den Obrigkeitsstaat « . Alexander Gauland aus dem Bundesvorstand der","AfD","blickt auf Preußen und fordert in Zeiten der Ukraine-Krise eine Rückbesinnung auf die Bismarcksche Außenpolitik . Und der Philosoph Marc Jongen , stellvertretender Sprecher der AfD in Baden-Württemberg , veröffentlichte im Januar ein » AfD-Manifest","AfD|AFD"
"272","2014-05-15","zo_1288178.xhtml",3653,3653,"Obrigkeitsstaat « . Alexander Gauland aus dem Bundesvorstand der AfD blickt auf Preußen und fordert in Zeiten der Ukraine-Krise eine Rückbesinnung auf die Bismarcksche Außenpolitik . Und der Philosoph Marc Jongen , stellvertretender Sprecher der","AfD","in Baden-Württemberg , veröffentlichte im Januar ein » AfD-Manifest « , in dem er schreibt , die deutsche Sprache und der Schutz der Familie seien » essenzielle Bausteine der Kulturtradierung « , die es zu","AfD|AFD"
"273","2014-05-15","zo_1288178.xhtml",3662,3662,"AfD blickt auf Preußen und fordert in Zeiten der Ukraine-Krise eine Rückbesinnung auf die Bismarcksche Außenpolitik . Und der Philosoph Marc Jongen , stellvertretender Sprecher der AfD in Baden-Württemberg , veröffentlichte im Januar ein »","AfD-Manifest","« , in dem er schreibt , die deutsche Sprache und der Schutz der Familie seien » essenzielle Bausteine der Kulturtradierung « , die es zu bewahren gelte : » Genuin liberal zu sein heißt","AfD|AFD"
"274","2014-05-15","zo_1288178.xhtml",3713,3713,"seien » essenzielle Bausteine der Kulturtradierung « , die es zu bewahren gelte : » Genuin liberal zu sein heißt heute , konservativ zu sein . Zuweilen sogar reaktionär . « Manchmal ist bei der","AfD","nicht mehr ganz klar , wo das alte Bürgertum aufhört und wo die neue Rechte beginnt . Henning Dransfeld wünscht sich , dass man in Deutschland offen sprechen kann , ohne in die rechte Ecke","AfD|AFD"
"275","2014-05-15","zo_1288178.xhtml",3850,3850,"Französin , den Erfolg des rechten Front National in Frankreich findet er erschreckend . Dransfeld ist kein Rechter . Aber ein Linker ist er eben auch nicht . Dransfeld steht im politischen Niemandsland . Die","AfD","bewegt sich auf ihn zu . Die FDP nimmt er kaum noch wahr . An einem Mittwochabend im April wartet Marie-Agnes Strack-Zimmermann vor einem Mietshaus in der Innenstadt von Düsseldorf . Die FDP hat sich","AfD|AFD"
"276","2014-05-15","zo_1288178.xhtml",4403,4403,". Aber das sei falsch . Die FDP müsse seriös auftreten , hart arbeiten , ihre Positionen in Ruhe weiterentwickeln . Die Frage ist , ob die FDP dafür genug Zeit hat . Ob die","AfD","sie nicht bald verdrängt hat , wenn sie zu ruhig bleibt . Einmal nur an diesem Abend versucht Strack-Zimmermann , die Konkurrenz direkt anzugreifen . Sie sagt : » Man muss mal klarmachen , dass","AfD|AFD"
"277","2014-05-15","zo_1288178.xhtml",4441,4441,"bald verdrängt hat , wenn sie zu ruhig bleibt . Einmal nur an diesem Abend versucht Strack-Zimmermann , die Konkurrenz direkt anzugreifen . Sie sagt : » Man muss mal klarmachen , dass hinter der","AfD","nicht bloß Kritik am Euro steckt , da versammeln sich auch Nationalisten vom Feinsten . « Was sie nicht sagt : Jedes fünfte AfD-Mitglied war früher bei der FDP . Die FDP ist nicht geschrumpft","AfD|AFD"
"278","2014-05-15","zo_1288178.xhtml",4465,4465,"sagt : » Man muss mal klarmachen , dass hinter der AfD nicht bloß Kritik am Euro steckt , da versammeln sich auch Nationalisten vom Feinsten . « Was sie nicht sagt : Jedes fünfte","AfD-Mitglied","war früher bei der FDP . Die FDP ist nicht geschrumpft in den vergangenen 15 Monaten seit Gründung der AfD , sie hat sich gespalten . Es ist das , was man begreift , wenn","AfD|AFD"
"279","2014-05-15","zo_1288178.xhtml",4485,4485,"versammeln sich auch Nationalisten vom Feinsten . « Was sie nicht sagt : Jedes fünfte AfD-Mitglied war früher bei der FDP . Die FDP ist nicht geschrumpft in den vergangenen 15 Monaten seit Gründung der","AfD",", sie hat sich gespalten . Es ist das , was man begreift , wenn man Marie-Agnes Strack-Zimmermann und Hans-Olaf Henkel in diesem Europawahlkampf 2014 begleitet . Die FDP vertritt heute ein liberales Bürgertum ,","AfD|AFD"
"280","2014-05-15","zo_1288178.xhtml",4582,4582,"der Zeitgeist sich mal ändert . Die anderen , all diejenigen , die auf neue politische Akzente , neue gesellschaftliche Strömungen mit Angst , Wut und dem Gefühl der Bedrohung reagieren , unterstützen jetzt die","AfD",". Inzwischen sind sie in der Mehrzahl . Und es sieht so aus , als werde sich daran so schnell nichts ändern . In Deutschland haben besorgte oder frustrierte Bürger in den vergangenen Jahrzehnten immer","AfD|AFD"
"281","2014-05-15","zo_1288178.xhtml",4701,4701,"meisten dieser Parteien verschwanden irgendwann unter der Ein-Prozent-Marke , kaum messbar für die Demoskopen , kaum wahrnehmbar für die Wähler . Deutschland ist ein Friedhof gescheiterter bürgerlicher Parteien . Viel spricht dafür , dass die","AfD","dort nicht begraben wird . Inzwischen kann sich jeder vierte Wähler vorstellen , der Partei seine Stimme zu geben . Die FDP dagegen ist abgetaucht aus der Öffentlichkeit , raus aus den Nachrichten und den","AfD|AFD"
"282","2014-05-15","zo_1288178.xhtml",4927,4927,"begegnet sie der Union . Will sie die Banken regulieren , trifft sie auf die SPD . Fordert sie Bürgerrechte , klingt sie wie die Grünen . Kritisiert sie den Euro , läuft sie der","AfD","nach . Der FDP fehlt nicht nur ein Ziel für den Neuanfang , ihr fehlen auch Geld und Personal . Im Thomas-Dehler-Haus , der FDP-Parteizentrale in Berlin , müssen jetzt 24 Leute die Arbeit machen","AfD|AFD"
