"","x"
"393","Es werde auch auf professoraler Ebene im Zusammenhang mit wissenschaftlichen Publika- Ablehnung des Antrags auf Drucksache 17/5195 mit Stimmen der Fraktion der CDU/CSU und FDP gegen die Stimtionen mit Fälschungen, Plagiaten, Ghostwriting und interessegeleiteten <#MET Falschaussagen #> gearbeitet."
"394","Um es deutlich zu sagen: Jedes Plagiat, jede <#MET Kopie #>, jedes bewusste, aber auch jedes unbewusste Fehlverhalten ist zu verurteilen."
"395","Innovationen beruhen aber nicht auf <#MET Kopien #>."
"396","<#MET Innovationen #> beruhen nicht auf Plagiaten."
"397","<#MET Innovationen #> beruhen auf neuen, kreativen Ideen."
"398","Innovationen beruhen auf neuen, kreativen <#MET Ideen #>."
"399","Auch müssen wir uns selbst die Frage stellen, ob nicht der Druck zur verstärkten Einwerbung von Drittmitteln ein Faktor darstellt, der zu Plagiaten und <#MET Datenmanipulationen #> führt."
"400","Es geht eben nicht allein um „copy and paste“, sondern genauso um eingefahrene Strukturen, die zu Plagiaten und <#MET Datenmissbrauch #> ermuntern."
"401","In den Naturwissenschaftlern, so wurde im Zusammenhang mit der Guttenberg-Affäre oft konstatiert, seien Plagiate seltener, da hier die Promotion in der Regel eine eigene empirische Arbeit voraussetzt (die zwar, wie wir aus manchen Betrugsfällen wissen, auch aus erfundenen Versuchsreihen bestehen kann, aber hier handelt es sich ja um eine <#MET Fälschung #>, nicht um ein Plagiat)."
"402","Your David Richter This article is a translation of my earlier German post ”Plagiat: Wikipedia verstößt gegen die eigene <#MET Lizenz #> – Geistigen Eigentum wird missachtet”."
"403","Your David Richter This article is a translation of my earlier German post ”Plagiat: Wikipedia verstößt gegen die eigene Lizenz – Geistigen <#MET Eigentum #> wird missachtet”."
"404","Das zeigt eine neue Studie, die erstmals empirische Daten zum Schummeln unter mehreren Tausend Studenten und Dozenten erhoben hat: 79 Prozent aller Studenten haben innerhalb eines Semesters mindestens einmal geschummelt, gespickt oder <#MET abgeschrieben #>, knapp jeder fünfte hat mindestens ein Plagiat abgegeben."
"405","Quellenangabe – Ein Zitat muss den Namen des Verfassers enthalten sowie die Möglichkeit geben, die Quelle wieder zu finden (Online = <#MET Link #>)."
"406","Man spricht von einem Plagiat, wenn fremde <#MET Ideen #> ohne Quellenangabe übernommen werden."
"407","Was bleibt ist jedoch ein moralisch verwerfliches Plagiat, das durchaus mehr Schaden anrichten kann als ein <#MET Rechtsverstoß #>."
"408","Allerdings führt A GAME OF DWARVES das Blöcke Abbauen viel weiter und fügt zahllose weitere Spielelemente ein, so dass man hier tatsächlich von einer <#MET Inspiration #> und nicht von einem Plagiat sprechen kann."
"409","Meine persönliche Meinung ist: selbst wenn Luebbe das Bild lizensiert haben sollte, halte ich ein derart plumpes Plagiat, ein so primitives <#MET Nachäffen #> eines großen Vorbilds, für äußerst peinlich."
"410","Ich sehe den <#MET Ripper #>, aber ich... fühle den <#MET Ripper #> nicht."
"411","Wir haben niemals die <#MET Verletzungen #> der Ripper-Opfer veröffentlicht."
"412","Was auch stimmt, ist, dass es in der Mehrheit chinesische Touristen sind, die das <#MET Original #> und nicht das Plagiat sehen oder vergleichen wollen."
"413","Häufig werden die digitalen Medien und die erleichterten Möglichkeiten des „Copy and Paste“ für ein vermeintliches Ansteigen von Plagiaten und <#MET Fälschungen #> verantwortlich gemacht."
"414","Die Enquete-Kommission empfiehlt den Hochschulen, Studierende, Doktoranden und Habilitanden mittels Prüfungsordnung zu verpflichten, ihre Arbeiten auch in digitaler Form abzugeben, damit die digitalen Möglichkeiten der Qualitätssicherung besser zur Anwendung kommen können.516 Gleichzeitig empfiehlt die Enquete-Kommission in Abstimmung mit den Ländern und der Hochschulrektorenkonferenz, dem Wissenschaftsrat und der Gemeinsamen Wissenschaftskonferenz, insbesondere im Bereich der Promotionen, Maßnahmen zu erarbeiten, die sicherstellen, dass allen Prüferinnen und Prüfern an Hochschulen die technische Unterstützung und <#MET Expertise #> bei der Identifikation von Plagiaten zur Verfügung stehen und entsprechend den Anforderungen der unterschiedlichen Disziplinen genutzt werden können."
"415","Die Enquete-Kommission empfiehlt den Hochschulen, Studierende, Doktoranden und Habilitanden mittels Prüfungsordnung zu verpflichten, ihre Arbeiten auch in digitaler Form abzugeben, damit die digitalen Möglichkeiten der Qualitätssicherung besser zur Anwendung kommen können.516 Gleichzeitig empfiehlt die Enquete-Kommission in Abstimmung mit den Ländern und der Hochschulrektorenkonferenz, dem Wissenschaftsrat und der Gemeinsamen Wissenschaftskonferenz, insbesondere im Bereich der Promotionen, Maßnahmen zu erarbeiten, die sicherstellen, dass allen Prüferinnen und Prüfern an Hochschulen die technische Unterstützung und Expertise bei der <#MET Identifikation #> von Plagiaten zur Verfügung stehen und entsprechend den Anforderungen der unterschiedlichen Disziplinen genutzt werden können."
"416","• Bist Du ‚ Austrias Next Guttenberg’?! – wie man Plagiate vermeidet, • unterschiedliche Definitionen und Kategorisierung von Plagiaten, • Wie funktionieren die Prüfprogramme? – <#MET Ähnlichkeitsprozente #>, warum überlisten nicht klappt!"
"417","• Bist Du ‚Austrias Next Guttenberg’?! – wie man Plagiate vermeidet, • unterschiedliche Definitionen und Kategorisierung von Plagiaten, • Wie funktionieren die Prüfprogramme? – <#MET Ähnlichkeitsprozente #>, warum überlisten nicht klappt!"
"418","Themen: Autor + Text · In eigener Sache · Politik + Recht · Urheberrecht · <#MET Zitat #> + Plagiat"
"419","Themen: Autor + Text · In eigener Sache · Politik + Recht · Urheberrecht · <#MET Zitat #> + Plagiat Schlagwörter: Annette Schavan Sekundärliteratur"
"420","[...] Der <#MET Kern #>, die Seele – sagen wir ruhig: die Substanz, der tatsächliche werthaltige Stoff – allen menschlichen Ausdrucks ist das Plagiat.“"
"421","<#MET Fanfiction #>-Autoren nehmen die uns umgebende Medienwirklichkeit und machen sie zu ihrer eigenen – eine Art moderner Folk-Tradition."
"422","Themen: Autor + Text · Literatur · Netzkulturen · Urheberrecht · User-generated content · <#MET Zitat #> + Plagiat Schlagwörter: 50 Shades of Grey Fanfiction Verlage"
"423","Aber wenn etwas so nahe beisammen liegt, dann gehe ich doch direkt zur <#MET Quelle #> und nicht zum Plagiat."
"424","Unter gleichem Titel findet sich im Blog the hobo and the gypsy eine ausführliche und überzeugende Argumentation, warum die <#MET Entziehung #> von Doktorgraden aufgrund von Plagiaten auch nach 30 Jahren nicht verjähren dürfen."
"425","Mir geht es nicht um “Urheberrecht” ein ziemliches Wortungetüm, wenn man es recht bedenkt, sondern um so etwas wie Originalität, darum wie viel Tradition, Beeinflussung und Inspiration, die Originalität braucht und wo das zuviel beginnt, wo das Plagiat anfängt, was meine eigene <#MET Idee #> abgrenzt von den Quellen, aus denen sie entstanden ist."
"426","Mir geht es nicht um “Urheberrecht” ein ziemliches Wortungetüm, wenn man es recht bedenkt, sondern um so etwas wie Originalität, darum wie viel Tradition, Beeinflussung und Inspiration, die Originalität braucht und wo das zuviel beginnt, wo das Plagiat anfängt, was meine eigene Idee abgrenzt von den <#MET Quellen #>, aus denen sie entstanden ist."
"427","E-Learning-Akteure aus Hochschulen finden hier z.B. Informationen zu den Themen “<#MET Zitat #> + Plagiat”, “Datenschutz” oder “Software + Open Source”."
"428","Themen: Literatur · <#MET Zitat #> + Plagiat Schlagwörter: Helene Hegemann In eigener Sache Veranstaltung"
"429","Mein <#MET Schreibstil #> wird als „episch“ und „schön“ beschrieben, aber auch als unverständlich."
"430","Im <#MET Gegensatz #> zu anderen bekannten Plagiaten wie in den Fällen zu Guttenberg oder Koch-Mehrin wählt Lammert den Weg der Transparenz und schnellen Aufklärung."
"431","In unserem Text “Meine Worte, deine Worte ” widmen wir uns zunächst dem <#MET Zitat #>."
"432","Wann die nächste Stufe erreicht wird, erklärt der Text “Plagiate – <#MET Abschreiben #> verboten ”."
"433","Themen: Urheberrecht · Wissenschaft · <#MET Zitat #> + Plagiat"
"434","Themen: Urheberrecht · Wissenschaft · <#MET Zitat #> + Plagiat Schlagwörter: Bundestagspräsident Dissertation Doktorarbeit Norbert Lammert"
"435","Sie wollen geschmeidig sein, aber es ist schlecht kopiert, es ist angelesen, ein Plagiat und billiger <#MET Abklatsch #>."
"436","An der <#MET Umsetzung #> haperte es leider noch (Ein Plagiat eines bekannten FC-Bayern-Shirts kam in die zweite Runde), aber die Aktion schreit geradezu nach Wiederholung."
"437","Nun ist ein Plagiat häufig ja auch Ausdruck einer besonderen <#MET Verehrung #>, (Heiterkeit und Beifall bei Abgeordneten der CDU/CSU und der SPD) aber hier hatte ich eher den Eindruck:"
"438","Nun ist ein Plagiat häufig ja auch Ausdruck einer besonderen <#MET Verehrung #>, (Heiterkeit und Beifall bei Abgeordneten der CDU/CSU und der SPD) aber hier hatte ich eher den Eindruck: Es ist der Versuch, parlamentarische Spielchen zu treiben, wie ich sie im Deutschen Bundestag nicht vermutet hätte."
"439","00:44:45 – Ein Zitat ist zulässig, wenn der Name der <#MET Quelle #> angegeben wurde – Dadurch vermeidet man ein Plagiat, aber nicht eine Urheberrechtsverletzung."
"440","<#MET Fußnote #> oder Quellenverzeichnis mit Ziffern?"
"441","Das <#MET Abschreiben #> ehrt den Autor, aber nicht den Plagiator."
"442","Das ist Ihre <#MET Interpretation #>!)"
"443","Dabei ignoriert er, dass das aus diversen fiktionalen Textvorlagen zusammengestellte Machwerk in den 1930er-Jahren von einem Berner Gericht als <#MET Fälschung #> entlarvt und bereits 1921 von Rezensenten als Plagiat gewertet worden war."
"444","Die <#MET Verwendung #> des Begriffs „Plagiat“ ist daher in diesem Zusammenhang nicht angebracht."
"445","Im Gegensatz zur häufigen Einstellung unter Studenten und Schülern sind nicht gekennzeichnete <#MET Übernahmen #> als Plagiat anzusehen (siehe Kapitel Plagiat) und können schwere (auch strafrechtliche) Konsequenzen nach sich ziehen, wie die Zwangsexmatrikulation."
"446","Enthält eine wissenschaftliche Arbeit fast nur Zitate und keine eigenen Ideen, kann dies trotz <#MET Kenntlichmachung #> zum Vorwurf des Plagiats führen."
"447","Ist das <#MET Gegenteil #> der Fall kann es als unterzitiert kritisiert werden, womit eine schlechte und oberflächliche Quellenarbeit des Autors angenommen wird."
"448","Gängige formale Anforderungen sind: ein Umfang von 60–120 Seiten, Format A4, gebundene Form, Paginierung, Literaturverzeichnis, Inhaltsverzeichnis sowie eine Versicherung an Eides statt, die besagt, dass man die Arbeit selbst und mit Kenntlichmachung der verwendeten <#MET Zitate #> und Quellen erstellt hat (also kein Plagiat vorgelegt hat)."
"449","Gängige formale Anforderungen sind: ein Umfang von 60–120 Seiten, Format A4, gebundene Form, Paginierung, Literaturverzeichnis, Inhaltsverzeichnis sowie eine Versicherung an Eides statt, die besagt, dass man die Arbeit selbst und mit Kenntlichmachung der verwendeten Zitate und <#MET Quellen #> erstellt hat (also kein Plagiat vorgelegt hat)."
"450","Eine <#MET Sammlung #> seiner geistlichen Kompositionen erschien beim Label Hortus mit dem Organisten Frédéric Desenclos, seinem Sohn, unter Leitung von Joël Suhubiette."
"451","Am 16. Januar 1892 kam es zu einer Debatte im Reichstag, in deren Verlauf Mommsen sogar des Plagiates der <#MET Ideen #> Karl August von Cohausens beschuldigt und persönlich angegriffen wurde."
"452","Er tat sich mit einem anderen französischen Tanzmeister Barthélémy de Montagut zusammen, der später de Lauzes <#MET Schriften #> als Plagiat veröffentlichte."
"453","Er versuchte, ein <#MET Teil #> der Bewunderer von George Villiers, 1."
"454","Bauernopfer ist: [...] • Bauernopfer, im Schachspiel die freiwillige Preisgabe eines Bauern, um einen Vorteil zu erlangen • Bauernopfer, Bezeichnung für eine Form des wissenschaftlichen Plagiats, bei der eine <#MET Quelle #> genannt, wörtliche Übernahmen jedoch nicht als Zitate ausgewiesen werden • Tatort: Bauernopfer, deutscher Fernsehfilm von Vadim Glowna (1993) • Das Duo: Bauernopfer, deutscher Fernsehfilm von Christian Görlitz (2004) • Bauernopfer (2011), deutscher Fernsehfilm von Wolfgang Murnberger (2011) • Bauernopfer – Spiel der Könige (Pawn Sacrifice), amerikanisch-kanadischer Spielfilm von Edward Zwick (2014) • Rhein-Lahn Krimi: Bauernopfer, deutscher Fernsehfilm von Etienne Heimann (2015) [...]"
"455","Bauernopfer ist: [...] • Bauernopfer, im Schachspiel die freiwillige Preisgabe eines Bauern, um einen Vorteil zu erlangen • Bauernopfer, Bezeichnung für eine Form des wissenschaftlichen Plagiats, bei der eine Quelle genannt, wörtliche <#MET Übernahmen #> jedoch nicht als Zitate ausgewiesen werden • Tatort: Bauernopfer, deutscher Fernsehfilm von Vadim Glowna (1993) • Das Duo: Bauernopfer, deutscher Fernsehfilm von Christian Görlitz (2004) • Bauernopfer (2011), deutscher Fernsehfilm von Wolfgang Murnberger (2011) • Bauernopfer – Spiel der Könige (Pawn Sacrifice), amerikanisch-kanadischer Spielfilm von Edward Zwick (2014) • Rhein-Lahn Krimi: Bauernopfer, deutscher Fernsehfilm von Etienne Heimann (2015) [...]"
"456","Kritischer Überprüfung halten solche postulierten „Abstimmungslinien“ in den seltensten Fällen stand, trotzdem wird gerade in Italien selbst in eher feuilletonistischem Kontext – also etwa CD-Booklets, Zeitschriftenartikeln oder Rundfunkmoderationen – bei international besonders beliebten Musikstücken immer wieder der <#MET Versuch #> gemacht, sie als Plagiat ursprünglich italienischer Vorlagen zu „entlarven“."
"457","Vor allem auf den Seiten der New York Times entspann sich daraufhin eine <#MET Kontroverse #>, ob sich Dylan des Plagiats schuldig gemacht habe oder sich nur habe „inspirieren“ lassen."
"458","Benítez wurde oft des Plagiats und der <#MET Quellenfälschung #> bezichtigt."
"459","Libeskind soll über die <#MET Kopie #> verärgert gewesen sein."
"460","Lediglich einzelne <#MET Teile #> und der Motor sind aus italienischer Fertigung."
"461","Bereits seit der ersten Präsentation des CEO auf italienischen Automessen warf BMW Martin Motors und den <#MET Importeuren #> vor, das Modell sei ein Plagiat des BMW E53 (X5) und versuchte durch Gerichtsverfahren Import- und Vertriebsverbote zu erreichen."
"462","Für Ablehnung des BMW-Antrags sorgte dabei vor allem die Überprüfung nach den Richtlinien der EG-Vereinbarungen, nachdem sich solche Fahrzeuge in einem bestimmten Prozentsatz vom <#MET Original #> zu unterscheiden haben, um nicht als Plagiat zu gelten."
"463","Besonders in diese Bewertung der <#MET Abänderung #> fiel die Front des Modells, der Motor und andere technischen Änderungen zum Original."
"464","Mit dieser Form der <#MET Intertextualität #> fand Bouchet in der jüngsten Forschung erhebliche Aufmerksamkeit."
"465","Außerdem enthält diese Ausgabe ein nachgewiesenes Plagiat, die <#MET Kopie #> einer pikanten Geschichte aus dem Decamerone des Giovanni Boccaccio."
"466","Vom Recht der Gränzen und Marksteine des Juristen Johann Jodocus Beck (1684–1744) abgelöst, das keine wissenschaftlich <#MET Neuschöpfung #>, sondern weithin ein Plagiat des Oettingerschen Werkes war."
"467","Eine weitere neue <#MET Gestalt #> ist der Dichter Plagio (‚Plagiat‘), dem Figaro versichert hat, er werde hier ein gutes Sujet für seine neue Komödie finden."
"468","Da Schikaneders Text zum Zeitpunkt der Uraufführung des Fagottisten erst bis zum ersten Finale fertiggestellt war und er den Verdacht eines Plagiats vermeiden wollte, nahm er kurzfristige <#MET Änderungen #> vor."
"469","Das von Abert unter Mitarbeit von Friedrich Blume, Rudolf Gerber, Hans Hoffmann und Theodor Schwartzkopff herausgegebene <#MET Illustrierte #> Musiklexikon stellte sich 1928 als Plagiat des von Alfred Einstein herausgegebenen (Neues Musiklexikon und Hugo-Riemann-Musiklexikon) heraus."
